,x,y,aspect,awc,clay,Dis_habitat_suitable_1,Dis_habitat_suitable_2,Dis_habitat_suitable_3,distance_bridleway,distance_cycleway,distance_footway,distance_motorwayandlink,distance_path,distance_pedestrian,distance_primaryandlink,distance_residentil,distance_secondaryandlink,distance_steps,distance_tertiaryandlink,distance_trunkandlink,distance_unclassified,elev,fpc.corrected,group,habit0pc,habit1,habit1pc,habit2,habit2pc,habit3,habit3pc,hpop,lot_density,nitro,rain,roadk,s1_residential_dist,s1_secondry_dist,s1_unclassified_dist,s2_residential_dist,s2_secondry_dist,s2_unclassified_dist,s3_residential_dist,s3_secondry_dist,s3_unclassified_dist,sbd,temp,tpo,twi,presence_1,Presence_2,presence_0
1288,496330,6983598,146.2372202,13.01759104,18.95306687,1414.213623,6708.204102,5000,17000,1000,0,5000,1000,10049.87562,0,0,2236.067977,1000,0,9433.981132,1000,14.14521122,124.3509959,4,100,40.43089137,0,1273.496257,0,2626.508914,0,1352.887381,699,0.169831278,20,15.90283843,2414.213562,1000,1000,3000,2000,2414.213562,4000,2000,2000,1.039425283,20,0.049397601,7.143540682,1,1,1
3858,487330,6950598,99.66791017,13.43421372,18.38895121,5000,9433.981445,1414.213623,9848.857802,3000,0,4000,3162.27766,7071.067812,0,0,3000,8000,0,12000,1000,48.16178715,144.3015305,1,100,1215.213771,0,1109.797461,0,21.80679627,0,671.3114228,642,0.17001982,20,9.733253924,2000,1000,1000,5414.213562,2414.213562,2414.213562,4000,1000,1000,1.027536092,20,0.05080428,8.859273331,1,0,1
7998,464330,6908598,203.1395988,14.72562424,24.7313402,3000,5830.95166,8602.325195,54571.0546,39051.24838,32893.76841,32572.99495,32015.62119,37947.33192,7000,1000,2828.427125,33376.63854,4123.105626,31016.12484,6082.76253,93.97823806,134,4,100,2009.135943,0,4278.123713,0,4283.593462,0,63.74664764,51,0.170030213,18,0,2000,2000,2000,5000,5000,5000,5000,5000,5000,1.065037297,18,0.07064761,8.95642193,0,1,1
764,502330,6990598,62.84061518,13.42164492,15.82827767,1000,2000,13152.94629,26076.80962,1414.213562,1000,3162.27766,5000,18384.77631,1000,0,1000,2236.067977,1000,15033.29638,2000,10.5723326,151.4716561,1,95,525.0308505,5,608.0447983,0,5392.633285,0,1757.742254,698,0.17072845,20,7.205834621,2000,0,0,2000,1000,1000,7242.640687,7242.640687,7242.640687,1.031969211,20,0.02373817,10.09057012,1,0,0
922,507330,6988598,236.432094,13.51896996,13.18237964,2000,2000,17000,26925.82404,1000,0,6324.55532,0,19209.37271,0,0,1000,1000,0,14317.82106,1000,7.109558384,120.2424635,1,97,705.7804099,1,1080.331725,2,11632.55645,0,1181.069945,1072,0.170836032,20,10.93610692,2000,0,0,2000,0,0,11414.21356,11414.21356,11414.21356,1.008439186,20,0.050155912,9.443143016,1,1,1
4500,462330,6943598,225.9661986,13.64970888,23.90618736,1000,4123.105469,7000,23430.74903,10770.32961,0,6082.76253,12369.31688,14035.66885,10049.87562,0,1000,3605.551275,1000,7615.773106,0,61.43018749,130,1,100,786.4085482,0,484.6458667,0,1063.896376,0,35.02510867,117,0.171683238,19,4.109198723,1000,0,1000,1414.213562,2000,2000,1414.213562,1414.213562,3828.427125,1.080473884,19,0.061678117,7.920214988,0,1,0
844,505330,6989598,155.2933463,13.37858018,18.32798114,2236.067871,2236.067871,15811.38867,27018.51217,0,0,5000,2236.067977,18867.96226,1000,0,1000,3162.27766,0,14560.21978,0,10.6111613,161.5695396,2,100,262.8909265,0,972.8711762,0,9515.601308,0,803.7360783,690,0.171769928,20,2.358079971,1000,1000,1000,1000,1000,1000,9828.427125,9828.427125,9828.427125,0.89254686,20,0.032092136,10.03594519,0,1,0
1214,496330,6984598,144.096838,13.62666852,18.34502829,1000,5830.95166,5656.854492,17888.54382,1000,1000,4472.135955,1414.213562,11045.36102,1000,0,2000,1414.213562,0,10295.63014,1414.213562,21.96176946,147.0981738,2,94,40.43089137,6,1273.496257,0,2626.508914,0,773.7361032,967,0.172261752,20,15.90283843,1414.213562,0,0,2000,1414.213562,1414.213562,3000,2000,2000,1.048214673,20,0.043202912,7.881797117,0,0,1
1287,495330,6983598,104.0411555,13.75973786,17.81052449,1000,7211.102539,4242.640625,16552.94536,2000,1000,5830.951895,2000,10000,1000,0,2236.067977,2000,0,10000,2000,27.27488134,129.9518428,1,98,0,2,2045.944491,0,619.6237174,0,157.1059842,175,0.172660538,20,6.497724358,2000,0,0,2828.427125,2828.427125,2828.427125,3414.213562,1000,1000,1.036348475,20,0.046254598,7.50056399,1,1,1
1067,500330,6986598,175.7079033,14.02042216,18.83490442,5000,3162.277588,10000,21633.30765,1414.213562,1414.213562,0,4242.640687,13928.38828,1000,0,1414.213562,2236.067977,0,11045.36102,1000,22.57346236,132.2583652,3,100,988.0580225,3,366.0865537,2,4978.789898,0,1948.164562,940,0.174105276,20,12.68557365,2828.427125,0,0,2828.427125,1000,1414.213562,4414.213562,4414.213562,4414.213562,1.008587076,20,0.037590065,8.764540226,0,0,1
3043,494330,6959598,194.5798338,13.48028799,19.727806,1000,6082.762695,1000,0,1000,1000,2828.427125,0,4472.135955,2828.427125,0,1000,2236.067977,0,4123.105626,0,81.75305666,158.0284985,1,28,0,27,2497.472027,0,58.93684552,46,422.0905108,295,0.17639585,19.49625279,7.442470232,1000,0,1000,2000,3000,2000,1000,0,1000,1.03930869,19.49625279,0.039512633,8.578369111,0,1,0
2930,467330,6960598,150.3175815,14.00426492,23.35000407,4000,4242.640625,7280.109863,9219.544457,13601.47051,1000,10770.32961,15264.33752,17492.85568,2236.067977,1000,3000,20615.52813,4242.640687,20099.75124,0,44.77690111,122,1,100,1002.224582,1,1504.27083,0,3744.427611,0,111.4395452,25,0.1768069,19.977623,0.999388718,1414.213562,1000,2414.213562,1000,1000,1000,4828.427125,4414.213562,4414.213562,1.09591665,19.977623,0.053212654,8.844148809,1,1,0
5597,463330,6932598,77.17609527,14.73285109,24.69823197,6403.124023,3162.277588,2236.067871,32202.48438,17204.65053,9848.857802,13038.40481,17804.49381,17691.80601,11180.33989,9219.544457,6708.203932,9848.857802,4000,9219.544457,1000,68.24657018,116,2,100,942.08665,0,444.4698402,0,240.6032262,3,5.705461684,7,0.178254345,19,0,1414.213562,1414.213562,2000,1000,1000,1000,0,0,0,1.094823066,19,0.057487783,8.855462609,0,1,1
843,504330,6989598,127.0816822,13.52977277,22.09514735,1414.213623,3162.277588,15000,26400.75756,1000,0,4242.640687,3162.27766,18357.55975,0,0,2000,3162.27766,0,14317.82106,1000,10.82709872,104.0188065,1,100,429.488212,0,251.8530666,0,7425.946434,0,1216.960853,646,0.178339769,20,3.579632953,1414.213562,0,0,1414.213562,1000,1000,8828.427125,8828.427125,8828.427125,1.006987572,20,0.036545617,9.478516746,1,0,0
4605,470330,6942598,70.04988584,14.6854255,29.79413666,5656.854492,6708.204102,5099.019531,20248.45673,5000,0,5000,5656.854249,6324.55532,2828.427125,0,1000,11045.36102,0,2000,0,45.37147703,120.8470325,1,100,1207.802405,0,2662.308963,0,3773.017237,0,42.51163349,335,0.178618871,19,7.239852457,1414.213562,1414.213562,2000,1414.213562,1414.213562,1414.213562,4000,4000,4000,1.099196638,19,0.063855881,8.188956813,1,1,0
1564,497330,6979598,108.8949396,13.86301658,22.00166767,1000,8544.003906,5000,14212.6704,1000,0,4000,3605.551275,6324.55532,1000,0,1000,1000,0,5656.854249,1000,22.24978891,132.6594161,1,99,1082.017324,1,1201.160333,0,3035.259876,0,1986.26868,903,0.17907512,20,6.746515967,3828.427125,0,0,4828.427125,2414.213562,3828.427125,6242.640687,3828.427125,3828.427125,1.01903678,20,0.046709756,8.111609144,0,1,0
5407,473330,6934598,172.6718963,13.88037669,26.48371835,3605.55127,1000,2236.067871,27294.68813,12000,5385.164807,5099.019514,12041.59458,10440.30651,1000,2828.427125,6324.55532,15652.47584,3605.551275,3605.551275,1000,32.07670191,139.1379475,1,100,1432.30876,0,396.3383648,0,1104.91222,0,16.54067506,18,0.179175552,19,0,1000,1000,1000,1000,1000,2414.213562,1000,1000,1414.213562,1.096825877,19,0.058357895,10.41949369,1,1,1
682,495330,6991598,272.2719847,13.70059339,18.72668353,4123.105469,4472.135742,6082.762695,22135.94362,1000,1000,3162.27766,2236.067977,18000,3605.551275,0,1414.213562,1000,0,17088.00749,3000,47.15751401,147.1601875,1,100,579.7299081,0,370.3326411,0,3679.284031,0,1339.757004,597,0.180173781,20,18.72003205,1414.213562,1000,1000,2414.213562,1000,1000,4000,4000,4000,1.026741034,20,0.043648644,7.877121629,1,1,0
1358,496330,6982598,182.3948345,13.86147586,20.56515612,2236.067871,7615.772949,4472.135742,16124.5155,1414.213562,1000,5000,1414.213562,9055.385138,1000,0,2000,1414.213562,1000,8602.325267,1414.213562,11.52274035,137.4881083,2,100,1678.05843,0,2566.725513,0,2626.508914,0,1132.796557,216,0.180950062,20,5.815730724,3414.213562,1000,1000,3414.213562,2414.213562,3414.213562,4000,2000,2000,1.065104161,20,0.05304981,10.63549167,0,1,1
6843,509330,6920598,162.4030895,13.60614735,18.04342395,3162.277588,5000,1000,40496.91346,15132.74595,10440.30651,17029.38637,12206.55562,22472.20505,4000,1000,5000,21931.7122,5656.854249,18973.66596,2236.067977,65.46321811,148.0844428,1,43,1179.012701,0,171.0664407,0,6.630884347,57,86.87906712,50,0.181800033,18.59584994,0,1000,1000,1000,1000,1000,1000,0,0,0,0.989622212,18.59584994,0.058385843,8.101696925,0,1,1
1698,495330,6977598,188.9323652,13.5321357,21.93265673,1000,9899.495117,2236.067871,11401.75425,1000,1000,6000,1000,4000,1000,0,2236.067977,1414.213562,0,6324.55532,1000,63.93852991,146.9811459,1,98,210.3910058,14,1487.087732,0,1121.475813,0,314.2146797,51,0.182517427,20,4.806569099,5242.640687,0,0,7656.854249,1000,3828.427125,5242.640687,1000,1000,1.00079141,20,0.037571404,9.356851269,1,0,0
3119,479330,6958598,163.142551,13.42469582,18.98265287,0,2000,1000,3605.551275,10000,4472.135955,10198.03903,6708.203932,13341.66406,4123.105626,2828.427125,6324.55532,12727.92206,1000,19104.97317,5000,83.31183966,150.3864881,1,0,26.72698502,22,62.91230641,15,99.23997241,71,8.698585457,13,0.182563999,19,0,0,0,0,0,0,0,0,0,0,0.980450555,19,0.043323156,6.92430779,1,1,1
1496,497330,6980598,114.0419766,14.0344542,21.82511527,0,8246.210938,5000,15000,1000,0,4000,3000,7280.109889,1000,0,1000,1414.213562,0,6403.124237,1000,21.80785217,141.8239427,1,100,1678.05843,0,2566.725513,0,3035.259876,0,1986.26868,866,0.183197852,20,13.87731048,3414.213562,0,0,3828.427125,3414.213562,3828.427125,5828.427125,3828.427125,3828.427125,1.007627108,20,0.050804716,7.896966343,0,0,1
1362,500330,6982598,160.8723602,13.72398955,23.14526341,3605.55127,5000,8246.210938,18439.08891,1000,0,1000,3162.27766,10295.63014,2000,0,1000,1000,1000,7071.067812,1000,2.718883239,126.5640161,1,100,418.8569586,0,1776.513661,0,6071.273648,0,985.5214184,236,0.183536187,20,8.502593073,1000,1000,1000,1414.213562,1414.213562,1000,6656.854249,6000,6000,0.995774665,20,0.071265086,11.47055284,1,0,0
681,494330,6991598,177.1088738,13.8571389,20.80714839,4000,5099.019531,5099.019531,21189.6201,1414.213562,1000,4123.105626,2000,18027.75638,4472.135955,0,1000,1414.213562,0,17464.2492,3000,48.20835318,129.7958268,1,96,579.7299081,5,370.3326411,6,3679.284031,0,1339.757004,310,0.184216731,20,4.534955874,1000,0,0,2828.427125,0,0,3000,3000,3000,1.036835947,20,0.050189986,9.43791502,1,0,0
7566,532330,6913598,91.85180797,13.41241947,23.89024702,5000,1000,2000,58258.04665,3162.27766,2236.067977,1414.213562,5099.019514,2236.067977,2000,0,0,4123.105626,0,38288.37944,1414.213562,3.959099698,124.6351949,1,98,840.8118413,3,97.75561974,2,445.2934888,0,875.3611952,311,0.184961473,19.0309207,6.099582617,1000,1000,0,1000,1000,0,1000,1000,0,0.917973022,19.0309207,0.062888391,7.451304612,0,0,0
4698,464330,6941598,116.2687055,14.21608672,28.46801805,2236.067871,2000,5385.165039,23853.72088,10000,2828.427125,8000,11180.33989,12369.31688,8544.003745,2236.067977,0,5000,0,5099.019514,0,35.55989402,142,1,100,736.7129306,0,1142.085871,0,2383.589388,0,12.58319351,24,0.185005403,19,5.092730629,1000,1414.213562,1000,1000,2000,1000,3000,3414.213562,3828.427125,1.100798984,19,0.070680766,9.366089151,0,1,0
758,496330,6990598,211.0588179,14.00531667,18.76809188,3605.55127,3162.277588,7280.109863,23409.39982,2236.067977,0,2828.427125,1000,17029.38637,3605.551275,0,2000,0,0,15811.3883,2000,39.94292766,133,1,100,536.7019066,0,177.8292384,2,1970.840115,0,332.2773397,135,0.185651257,20,10.10742984,1000,1000,1000,1000,0,0,3000,3000,3000,1.048912096,20,0.040333036,8.169767088,0,0,1
514,465330,6993598,169.2842093,13.90802386,27.99424422,5000,0,2828.427246,6403.124237,26019.22366,9848.857802,32062.43908,11661.90379,23086.79276,17117.24277,8062.257748,8944.27191,27166.15541,13038.40481,40249.22359,4123.105626,200.0245732,127.9318997,1,70,383.5031767,1,85.05715918,30,231.6828736,0,0.14044929,8,0.185767603,17.54633062,0,0,0,0,0,0,0,1000,1000,1000,0.921387573,17.54633062,0.051207438,5.759585022,0,0,1
2693,465330,6963598,91.03317374,13.89731932,26.09214246,2236.067871,1000,5099.019531,11045.36102,13928.38828,0,13152.94644,15811.3883,21095.02311,1000,0,4000,22803.5085,6082.76253,23345.23506,2236.067977,43.3035296,134.3600773,1,100,1859.336863,0,877.7272009,0,1462.336136,0,224.8297921,134,0.185960122,19.43727656,1.849238552,1000,1000,1000,1000,1000,1000,1000,1000,1000,1.090801296,19.43727656,0.059620779,10.35650803,0,0,0
1827,487330,6975598,230.3531273,12.83220268,20.42160601,2000,5099.019531,0,7071.067812,7810.249676,0,14000,8062.257748,8246.211251,1414.213562,0,4123.105626,7000,1414.213562,13892.44399,2000,90.11180526,143.086946,5,95,156.8677932,3,3778.968523,0,893.5533476,2,74.43068043,62,0.186170956,19.07938413,6.907362748,1414.213562,0,0,5414.213562,4000,4242.640687,1414.213562,0,0,0.982996825,19.07938413,0.039273701,7.22666298,1,1,1
1430,499330,6981598,195.032724,12.86353065,22.34106053,2236.067871,6082.762695,7071.067871,17029.38637,1000,1000,2000,2828.427125,8944.27191,1000,0,2236.067977,2236.067977,1000,6324.55532,0,5.451360485,137.2255918,3,91,418.8569586,9,2190.596464,0,5004.409449,0,1001.059211,156,0.18704356,20,4.467337066,1000,0,1000,2000,2000,2000,7242.640687,5414.213562,5414.213562,1.039859857,20,0.062657776,10.26647678,0,0,1
6107,473330,6927598,103.5321259,14.7095129,27.22431918,5830.95166,7071.067871,5385.165039,34234.48554,19000,12165.52506,12041.59458,19026.29759,17262.6765,1000,8544.003745,13152.94644,19798.98987,9486.832981,10198.03903,4123.105626,52.9070061,130.9991153,1,100,3624.789567,0,2011.662471,0,1720.443236,0,9.887910505,19,0.187158613,18.97956351,0,2828.427125,2828.427125,2828.427125,3000,3000,3000,1000,1000,1000,1.108450618,18.97956351,0.070515566,9.251480367,1,0,1
1363,501330,6982598,155.9180316,13.62353214,20.02918947,3605.55127,4000,9219.544922,19104.97317,0,0,0,4123.105626,10816.65383,3000,0,0,0,0,7000,0,3.344854868,132.9308402,1,100,425.9309292,0,1776.513661,0,6071.273648,0,1085.300956,840,0.187425294,20,13.19409058,1414.213562,1000,1000,1000,2000,1414.213562,7071.067812,7000,7000,1.018629471,20,0.058779169,8.123576099,0,0,0
4415,476330,6944598,235.290541,14.19824498,22.32333488,7615.772949,10770.33008,5000,17029.38637,3605.551275,1000,4000,2828.427125,0,0,0,0,16763.05461,0,5385.164807,1000,49.11704172,125.5619512,1,100,3414.684165,0,4678.030359,0,643.8148575,1,1136.454824,650,0.188534265,19.43404233,12.11454842,4828.427125,3828.427125,3828.427125,5828.427125,5828.427125,5828.427125,4828.427125,3828.427125,0,1.06982995,19.43404233,0.060535814,8.078763235,0,0,1
1361,499330,6982598,151.7257935,13.56619897,23.56023307,2828.427246,6000,7280.109863,17804.49381,1414.213562,1000,2000,2236.067977,9848.857802,1000,1000,1414.213562,1414.213562,1000,7280.109889,1000,2.954607226,119.736686,4,100,418.8569586,0,2190.596464,0,4493.740096,0,381.9605728,17,0.18873168,20,11.98213757,1000,1000,1000,1000,1000,1000,6242.640687,5000,5000,0.996218755,20,0.070631969,8.871732734,0,1,1
4215,467330,6946598,84.19534058,14.0834874,22.62722458,5000,7615.772949,9055.384766,18027.75638,5099.019514,5000,3000,7000,9055.385138,5099.019514,2828.427125,1000,9433.981132,3000,6324.55532,2236.067977,36.67753706,132,1,100,1508.227577,0,1558.436963,0,2238.480156,0,281.5085815,94,0.190646121,19,4.087323341,1000,1414.213562,1000,2000,2000,2000,3000,3000,3000,1.094964008,19,0.06334159,10.26946339,0,1,0
4414,475330,6944598,197.0818301,13.9238206,24.04070956,8062.257813,10440.30664,5385.165039,17117.24277,2828.427125,1000,4000,2236.067977,1000,0,0,0,16278.8206,0,5099.019514,0,15.76121876,112.0763044,2,100,3414.684165,0,4155.489014,0,643.8148575,8,1139.635554,559,0.190746985,19.43404233,11.04563476,3828.427125,2828.427125,2828.427125,5414.213562,5414.213562,5414.213562,3828.427125,2828.427125,1000,1.081046486,19.43404233,0.061123929,9.748270455,0,0,0
409,496330,6995598,74.08095062,13.99055769,21.16443101,6403.124023,1414.213623,7615.772949,22203.60331,0,0,1000,2236.067977,22022.71555,1414.213562,0,1000,1000,0,20615.52813,1000,16.79803655,132.1107717,1,100,1008.654572,0,291.2294114,0,6827.562751,0,968.2439631,729,0.194051217,20,15.22756999,3828.427125,1414.213562,1414.213562,3828.427125,1000,1000,6656.854249,6656.854249,6656.854249,1.038163945,20,0.031042216,7.947952557,1,1,1
4596,461330,6942598,221.8685835,14.41618715,28.40348145,2236.067871,3605.55127,6082.762695,24839.4847,12083.04597,1414.213562,7280.109889,13601.47051,15132.74595,11180.33989,1000,1000,2236.067977,0,8246.211251,0,43.65982939,126.2720352,1,100,338.7283327,2,484.6458667,0,1063.896376,2,55.02589671,63,0.195385964,19,3.201552593,0,0,2000,2000,3000,3414.213562,0,0,5242.640687,1.078197723,19,0.069827968,9.03850598,0,0,0
3952,487330,6949598,166.7608062,13.90955928,25.26597742,4472.135742,8944.271484,1000,10770.32961,3162.27766,1000,3000,4123.105626,7810.249676,0,0,2828.427125,8062.257748,0,11000,1414.213562,26.23493229,142.0774447,1,99,1215.213771,0,1109.797461,0,21.80679627,4,568.9894453,324,0.198407074,19.97310579,5.045977348,1000,0,0,5000,1414.213562,1414.213562,3000,0,0,1.069617494,19.97310579,0.076512528,8.832300417,0,0,0
4318,475330,6945598,213.0566676,14.47713815,25.35022073,7071.067871,11401.75391,6324.555176,16124.5155,2236.067977,1000,3000,1414.213562,1000,1000,0,0,16492.4225,0,6082.76253,0,39.32017862,131.1017224,1,100,2813.386329,0,4961.437232,0,1792.39501,0,1284.742995,626,0.199511244,19.43404233,8.929041479,3414.213562,2414.213562,2414.213562,6000,6000,6414.213562,3414.213562,2414.213562,1414.213562,1.083955219,19.43404233,0.055108527,7.6999653,1,0,0
7307,473330,6915598,150.3649405,14.63247462,21.7826832,7071.067871,1414.213623,6708.204102,46173.58552,28017.85145,24083.18916,24020.8243,31016.12484,29154.75947,0,11661.90379,14212.6704,29529.64612,8062.257748,22090.72203,13601.47051,92.64605682,116.2447214,2,100,399.8280869,6,50.62418935,0,2969.855128,0,7.316533387,24,0.200117526,18.02035426,2.781007263,0,0,0,1000,1000,1000,2414.213562,2414.213562,2414.213562,1.096733772,18.02035426,0.078535095,8.841623997,0,1,1
6842,508330,6920598,133.5456083,13.48896832,22.30007213,2236.067871,5099.019531,1000,40162.17126,15297.05854,10770.32961,17691.80601,12806.24847,23409.39982,4123.105626,1000,4000,22360.67977,6000,18681.54169,1414.213562,85.34097185,149.5871282,1,36,658.6753987,0,6.283339588,1,0,63,46.75277933,42,0.200155565,18.3914672,0,2000,1000,1000,0,0,0,0,0,0,0.943645203,18.3914672,0.052397063,8.424480809,0,1,0
235,462330,6997598,269.0627265,14.23207828,26.30476776,2000,1000,2236.067871,7071.067812,29154.75947,8602.325267,35000,10816.65383,21954.4984,20880.61302,4000,5000,30016.66204,15033.29638,44777.22635,7280.109889,84.25900196,116.1154526,1,93,436.4931865,7,790.6592125,0,711.8095068,0,0.681015411,9,0.200569712,19.96916631,0,0,0,0,1000,1000,1000,1000,1000,1000,1.01797476,19.96916631,0.057512244,8.322115105,0,0,1
7412,478330,6914598,255.6765337,13.59686681,19.22087947,8944.271484,4472.135742,3000,46818.79964,26400.75756,25079.87241,25019.99201,31890.43744,30066.59276,5000,15620.49935,17888.54382,28653.09756,10816.65383,22090.72203,10000,279.4419932,145.3741433,1,100,2516.554401,0,3569.466655,0,1873.126622,0,0.799975066,7,0.20089795,18.02313108,0,3000,3000,3000,3000,3000,3000,2000,2000,2000,0.90909584,18.02313108,0.045278646,7.402404784,0,1,0
8290,456330,6905598,136.2830164,15.04906696,28.38381666,3000,3162.277588,2236.067871,59808.02622,44384.68204,36124.78374,38470.76812,29832.86778,43829.214,15297.05854,6708.203932,6082.76253,36124.78374,6324.55532,36400.54945,2236.067977,113.7214757,115,1,100,1284.070271,0,1873.345937,0,956.9501,0,3.474371406,14,0.203957035,17.35101431,0,2000,2000,2000,1414.213562,1414.213562,1414.213562,1414.213562,1414.213562,1414.213562,1.083876242,17.35101431,0.064686878,8.630818612,1,0,1
7306,472330,6915598,100.7479761,14.88096757,23.9309483,6082.762695,1000,7211.102539,46270.94121,28600.69929,24186.77324,24083.18916,31064.44913,29274.56234,1000,10816.65383,13453.62405,29068.88371,7615.773106,22203.60331,14422.2051,114.5309962,112.1804265,1,94,1428.681243,0,50.62418935,8,2969.855128,0,6.892859491,15,0.207758175,18.02035426,0,1000,1000,1000,0,0,0,2828.427125,2828.427125,2828.427125,1.021819558,18.02035426,0.06847155,8.179704927,0,1,1
8659,525330,6902598,208.4468513,12.89633314,23.52168631,2236.067871,1414.213623,1000,63529.5207,7071.067812,6708.203932,8000,8485.281374,11180.33989,4000,2000,4000,16155.49442,0,42190.04622,7071.067812,81.80444322,153.2924912,1,87,155.8670715,11,168.0450867,8,53.84527536,8,29.84464373,49,0.219803826,17.62140518,0,0,0,0,0,0,0,0,0,0,0.945401297,17.62140518,0.036017983,8.665633215,1,0,0
6305,471330,6925598,249.975996,15.37262993,30.58623442,8602.325195,8000,7071.067871,36496.57518,21095.02311,14560.21978,14317.82106,21213.20344,19646.8827,2000,11180.33989,15033.29638,20000,11704.69991,12649.11064,6082.76253,97.12184083,112,1,100,3229.770655,0,2467.349653,0,975.8347992,0,8.276831849,18,0.239565464,19,0,3000,3000,3000,2414.213562,2414.213562,2414.213562,1414.213562,1414.213562,1414.213562,1.049526669,19,0.095719841,7.735891408,1,1,1
11,452330,7000598,196.1543326,13.78304727,30.08969995,0,4123.105469,8000,17117.24277,39458.83931,17117.24277,45000,19235.38406,16643.31698,16643.31698,3000,5000,40199.50248,6324.55532,55009.09016,7280.109889,463.2892866,154.3348382,1,64,282.3113098,36,1437.696039,0,1739.105098,0,0.054795983,4,0.244495769,19.09481093,0,0,0,0,1414.213562,1414.213562,1414.213562,1414.213562,1414.213562,1414.213562,0.847696619,19.09481093,0.062745324,5.877916216,0,0,0
7312,478330,6915598,88.14698846,13.93760492,22.221524,8544.003906,5000,3162.277588,45880.27899,25495.09757,24083.18916,24020.8243,31240.9987,29068.88371,5000,16155.49442,18357.55975,27784.88798,11401.75425,21095.02311,9433.981132,234.1220201,118.5206849,1,100,2516.554401,0,3569.466655,0,1873.126622,0,0.634220345,8,0.270854308,18.02313108,0,2828.427125,2828.427125,2828.427125,4000,4000,4000,2414.213562,2414.213562,2414.213562,0.963302463,18.02313108,0.050535688,6.612222519,1,1,0
